clinic_location,appointment_date,hour_of_day,scheduled_appointments,attended_appointments,completed_appointments,avg_wait_time_minutes,walked_out_appointments,providers_scheduled,appointments_per_provider
Central City,2026-03-02,15,6,5,5,7.4,0,3,1.67
Central City,2026-03-02,16,9,8,8,10.38,0,3,2.67
Central City,2026-03-03,8,2,2,2,0.0,0,2,1.0
Central City,2026-03-03,9,5,5,5,1.0,0,3,1.67
Central City,2026-03-03,10,9,8,7,7.86,1,3,2.67
Central City,2026-03-03,11,8,8,7,15.86,1,3,2.67
Central City,2026-03-03,12,1,1,1,0.0,0,3,0.33
Central City,2026-03-03,13,4,4,4,0.0,0,3,1.33
Central City,2026-03-03,14,4,3,3,0.0,0,3,1.0
Central City,2026-03-03,15,15,15,13,21.92,2,3,5.0
Central City,2026-03-03,16,5,5,4,36.0,1,3,1.67
Central City,2026-03-04,7,3,3,3,23.0,0,0,
Central City,2026-03-04,8,1,0,0,,0,2,0.0
Central City,2026-03-04,9,6,5,5,0.0,0,3,1.67
Central City,2026-03-04,10,5,4,4,3.75,0,3,1.33
Central City,2026-03-04,11,9,8,8,6.12,0,3,2.67
Central City,2026-03-04,12,2,2,2,2.0,0,3,0.67
Central City,2026-03-04,13,1,1,1,0.0,0,3,0.33
Central City,2026-03-04,14,6,5,5,0.0,0,3,1.67
Central City,2026-03-04,15,6,5,5,4.0,0,3,1.67
Central City,2026-03-04,16,11,10,9,10.11,1,3,3.33
Central City,2026-03-05,8,3,2,2,0.0,0,2,1.0
Central City,2026-03-05,9,8,7,7,5.29,0,3,2.33
Central City,2026-03-05,10,9,8,8,7.25,0,3,2.67
Central City,2026-03-05,11,8,7,7,3.29,0,3,2.33
Central City,2026-03-05,12,4,4,4,0.0,0,3,1.33
Central City,2026-03-05,13,4,3,3,0.0,0,3,1.0
Central City,2026-03-05,14,4,4,4,0.0,0,3,1.33
Central City,2026-03-05,15,12,10,10,2.1,0,3,3.33
Central City,2026-03-05,16,7,7,7,7.0,0,3,2.33
Central City,2026-03-06,8,4,4,4,2.5,0,2,2.0
Central City,2026-03-06,9,6,6,5,0.8,1,3,2.0
Central City,2026-03-06,10,12,12,10,13.1,2,3,4.0
Central City,2026-03-06,11,8,8,6,17.5,2,3,2.67
Central City,2026-03-06,12,3,3,2,0.0,1,3,1.0
Central City,2026-03-06,13,1,1,1,0.0,0,3,0.33
Central City,2026-03-06,14,2,2,2,0.0,0,3,0.67
Central City,2026-03-06,15,5,5,5,0.0,0,3,1.67
Central City,2026-03-06,16,4,4,4,0.0,0,3,1.33
Central City,2026-03-07,7,1,1,1,13.0,0,0,
Central City,2026-03-07,8,6,6,6,11.33,0,2,3.0
Central City,2026-03-07,9,11,10,9,6.67,1,3,3.33
Central City,2026-03-07,10,15,15,11,35.36,4,3,5.0
Central City,2026-03-07,11,12,9,7,21.43,2,3,3.0
Central City,2026-03-07,12,1,0,0,,0,3,0.0
Central City,2026-03-09,8,6,5,5,1.0,0,2,2.5
Central City,2026-03-09,9,6,6,6,13.0,0,3,2.0
Central City,2026-03-09,10,12,11,9,7.11,2,3,3.67
Central City,2026-03-09,11,9,7,7,0.0,0,3,2.33
Central City,2026-03-09,12,4,3,3,0.0,0,3,1.0
Central City,2026-03-09,13,8,8,8,1.62,0,3,2.67
Central City,2026-03-09,14,10,9,9,1.56,0,3,3.0
Central City,2026-03-09,15,12,10,10,15.7,0,3,3.33
Central City,2026-03-09,16,5,4,4,17.5,0,3,1.33
Central City,2026-03-10,7,1,1,1,20.0,0,0,
Central City,2026-03-10,8,4,3,3,0.0,0,2,1.5
Central City,2026-03-10,9,5,4,4,0.0,0,3,1.33
Central City,2026-03-10,10,11,11,10,12.9,1,3,3.67
Central City,2026-03-10,11,8,8,8,32.25,0,3,2.67
Central City,2026-03-10,12,6,5,5,14.0,0,3,1.67
Central City,2026-03-10,13,2,2,2,0.0,0,3,0.67
Central City,2026-03-10,14,10,10,9,11.11,1,3,3.33
Central City,2026-03-10,15,13,10,10,19.0,0,3,3.33
Central City,2026-03-10,16,9,8,7,34.71,1,3,2.67
Central City,2026-03-11,8,2,2,2,0.0,0,2,1.0
Central City,2026-03-11,9,9,9,9,5.11,0,3,3.0
Central City,2026-03-11,10,6,5,5,0.4,0,3,1.67
Central City,2026-03-11,11,11,11,10,13.1,1,3,3.67
Central City,2026-03-11,12,3,3,2,14.5,1,3,1.0
Central City,2026-03-11,13,6,6,6,2.67,0,3,2.0
Central City,2026-03-11,14,8,8,8,2.12,0,3,2.67
Central City,2026-03-11,15,4,4,3,0.0,1,3,1.33
Central City,2026-03-11,16,7,6,6,1.67,0,3,2.0
Central City,2026-03-12,7,1,1,1,6.0,0,0,
Central City,2026-03-12,8,4,4,4,0.0,0,2,2.0
Central City,2026-03-12,9,7,7,7,2.57,0,3,2.33
Central City,2026-03-12,10,11,10,8,15.25,2,3,3.33
Central City,2026-03-12,11,5,4,4,3.5,0,3,1.33
Central City,2026-03-12,12,4,3,3,0.0,0,3,1.0
Central City,2026-03-12,13,5,5,5,0.0,0,3,1.67
Central City,2026-03-12,14,8,8,8,1.0,0,3,2.67
Central City,2026-03-12,15,13,12,12,12.67,0,3,4.0
Central City,2026-03-12,16,7,7,7,20.14,0,3,2.33
Central City,2026-03-13,7,2,2,2,12.0,0,0,
Central City,2026-03-13,8,1,1,1,0.0,0,2,0.5
Central City,2026-03-13,9,5,4,4,0.0,0,3,1.33
Central City,2026-03-13,10,10,10,9,10.78,1,3,3.33
Central City,2026-03-13,11,8,7,7,27.57,0,3,2.33
Central City,2026-03-13,12,5,5,5,10.6,0,3,1.67
Central City,2026-03-13,13,8,6,6,2.5,0,3,2.0
Central City,2026-03-13,14,9,8,7,7.0,1,3,2.67
Central City,2026-03-13,15,12,11,10,7.5,1,3,3.67
Central City,2026-03-13,16,5,5,5,3.4,0,3,1.67
Central City,2026-03-14,8,7,7,7,3.43,0,2,3.5
Central City,2026-03-14,9,10,9,9,14.0,0,3,3.0
Central City,2026-03-14,10,25,24,23,68.13,1,3,8.0
Central City,2026-03-14,11,13,13,9,129.11,4,3,4.33
Central City,2026-03-14,12,4,4,2,119.0,2,3,1.33
Central City,2026-03-16,8,5,5,4,0.0,1,2,2.5
Central City,2026-03-16,9,11,11,9,22.67,2,3,3.67
Central City,2026-03-16,10,15,13,9,35.56,4,3,4.33
Central City,2026-03-16,11,6,6,5,23.2,1,3,2.0
Central City,2026-03-16,12,3,3,3,17.33,0,3,1.0
Central City,2026-03-16,13,5,4,4,0.0,0,3,1.33
Central City,2026-03-16,14,9,6,6,0.33,0,3,2.0
Central City,2026-03-16,15,12,11,11,2.91,0,3,3.67
Central City,2026-03-16,16,12,10,8,24.38,2,3,3.33
Central City,2026-03-16,17,1,1,1,10.0,0,0,
Central City,2026-03-17,7,1,1,1,18.0,0,0,
Central City,2026-03-17,8,3,2,2,0.0,0,2,1.0
Central City,2026-03-17,9,10,9,9,4.56,0,3,3.0
Central City,2026-03-17,10,9,8,7,22.0,1,3,2.67
Central City,2026-03-17,11,9,8,8,5.25,0,3,2.67
Central City,2026-03-17,12,4,3,3,2.33,0,3,1.0
Central City,2026-03-17,13,5,3,3,0.0,0,3,1.0
Central City,2026-03-17,14,6,6,6,0.0,0,3,2.0
Central City,2026-03-17,15,11,9,8,10.0,1,3,3.0
Central City,2026-03-17,16,3,2,2,0.0,0,3,0.67
Central City,2026-03-18,7,1,1,1,1.0,0,0,
Central City,2026-03-18,8,4,4,4,0.0,0,2,2.0
Central City,2026-03-18,9,10,10,10,2.6,0,3,3.33
Central City,2026-03-18,10,17,16,14,50.29,2,3,5.33
Central City,2026-03-18,11,9,7,7,69.86,0,3,2.33
Central City,2026-03-18,12,4,3,1,59.0,2,3,1.0
Central City,2026-03-18,13,2,2,1,27.0,1,3,0.67
Central City,2026-03-18,14,9,9,9,1.0,0,3,3.0
Central City,2026-03-18,15,14,13,12,19.08,1,3,4.33
Central City,2026-03-18,16,6,6,5,34.0,1,3,2.0
Central City,2026-03-19,8,5,5,5,0.6,0,2,2.5
Central City,2026-03-19,9,8,8,8,2.25,0,3,2.67
Central City,2026-03-19,10,6,6,6,0.0,0,3,2.0
Central City,2026-03-19,11,10,9,9,2.22,0,3,3.0
Central City,2026-03-19,12,3,3,3,5.0,0,3,1.0
Central City,2026-03-19,13,2,2,2,0.0,0,3,0.67
Central City,2026-03-19,14,10,10,9,6.44,1,3,3.33
Central City,2026-03-19,15,10,10,10,2.7,0,3,3.33
Central City,2026-03-19,16,3,3,3,0.0,0,3,1.0
Central City,2026-03-19,17,1,1,1,0.0,0,0,
Central City,2026-03-20,8,3,3,3,0.0,0,2,1.5
Central City,2026-03-20,9,5,5,5,2.6,0,3,1.67
Central City,2026-03-20,10,7,7,7,4.14,0,3,2.33
Central City,2026-03-20,11,7,6,5,1.2,1,3,2.0
Central City,2026-03-20,12,6,6,6,0.33,0,3,2.0
Central City,2026-03-20,13,1,1,1,0.0,0,3,0.33
Central City,2026-03-20,14,4,4,4,1.25,0,3,1.33
Central City,2026-03-20,15,12,11,11,3.64,0,3,3.67
Central City,2026-03-20,16,5,4,4,0.0,0,3,1.33
Central City,2026-03-20,17,1,1,1,0.0,0,0,
Central City,2026-03-21,7,1,1,0,,1,0,
Central City,2026-03-21,8,4,3,3,0.0,0,2,1.5
Central City,2026-03-21,9,11,10,8,1.25,2,3,3.33
Central City,2026-03-21,10,12,11,9,22.89,2,3,3.67
Central City,2026-03-21,11,3,3,3,6.67,0,3,1.0
Central City,2026-03-21,12,7,7,6,0.0,1,3,2.33
Central City,2026-03-23,8,4,4,4,6.0,0,2,2.0
Central City,2026-03-23,9,7,6,6,3.17,0,3,2.0
Central City,2026-03-23,10,9,9,8,8.62,1,3,3.0
Central City,2026-03-23,11,8,7,7,10.71,0,3,2.33
Central City,2026-03-23,12,3,3,3,0.0,0,3,1.0
Central City,2026-03-23,13,2,2,2,0.0,0,3,0.67
Central City,2026-03-23,14,8,6,6,0.0,0,3,2.0
Central City,2026-03-23,15,17,15,15,40.53,0,3,5.0
Central City,2026-03-23,16,4,3,3,68.0,0,3,1.0
Central City,2026-03-24,7,2,2,2,6.5,0,0,
Central City,2026-03-24,8,11,11,11,23.45,0,2,5.5
Central City,2026-03-24,9,5,4,4,6.0,0,3,1.33
Central City,2026-03-24,10,5,5,5,1.2,0,3,1.67
Central City,2026-03-24,11,7,7,6,1.67,1,3,2.33
Central City,2026-03-24,12,1,1,1,0.0,0,3,0.33
Central City,2026-03-24,13,2,2,2,0.0,0,3,0.67
Central City,2026-03-24,14,8,7,7,3.29,0,3,2.33
Central City,2026-03-24,15,8,8,7,32.0,1,3,2.67
Central City,2026-03-24,16,7,7,6,42.67,1,3,2.33
Central City,2026-03-25,7,1,1,1,4.0,0,0,
Central City,2026-03-25,8,5,5,5,1.8,0,2,2.5
Central City,2026-03-25,9,7,7,7,0.43,0,3,2.33
Central City,2026-03-25,10,10,10,10,3.4,0,3,3.33
Central City,2026-03-25,11,6,6,6,4.5,0,3,2.0
Central City,2026-03-25,12,3,2,2,0.0,0,3,0.67
Central City,2026-03-25,13,2,2,2,0.0,0,3,0.67
Central City,2026-03-25,14,7,7,6,0.83,1,3,2.33
Central City,2026-03-25,15,9,9,8,19.62,1,3,3.0
Central City,2026-03-25,16,6,6,6,12.67,0,3,2.0
Central City,2026-03-26,7,2,2,2,8.0,0,0,
Central City,2026-03-26,8,5,4,3,11.0,1,2,2.0
Central City,2026-03-26,9,6,6,6,6.67,0,3,2.0
Central City,2026-03-26,10,8,8,8,0.12,0,3,2.67
Central City,2026-03-26,11,8,8,7,2.0,1,3,2.67
Central City,2026-03-26,12,5,5,5,0.0,0,3,1.67
Central City,2026-03-26,13,3,3,3,0.0,0,3,1.0
Central City,2026-03-26,14,3,3,3,0.0,0,3,1.0
Central City,2026-03-26,15,12,12,11,17.0,1,3,4.0
Central City,2026-03-26,16,8,7,7,36.14,0,3,2.33
Central City,2026-03-27,8,2,2,2,0.0,0,2,1.0
Central City,2026-03-27,9,6,6,6,2.0,0,3,2.0
Central City,2026-03-27,10,6,5,5,0.0,0,3,1.67
Central City,2026-03-27,11,7,4,4,1.0,0,3,1.33
Central City,2026-03-27,12,5,5,4,0.0,1,3,1.67
Central City,2026-03-27,13,4,4,3,0.0,1,3,1.33
Central City,2026-03-27,14,11,10,10,12.1,0,3,3.33
Central City,2026-03-27,15,6,6,6,10.83,0,3,2.0
Central City,2026-03-27,16,4,4,4,1.25,0,3,1.33
Central City,2026-03-28,8,5,3,3,1.0,0,2,1.5
Central City,2026-03-28,9,18,16,15,40.6,1,3,5.33
Central City,2026-03-28,10,21,21,12,79.83,9,3,7.0
Central City,2026-03-28,11,6,6,5,89.0,1,3,2.0
Central City,2026-03-28,12,3,2,1,63.0,1,3,0.67
Central City,2026-03-30,7,1,1,1,9.0,0,0,
Central City,2026-03-30,8,9,8,8,21.88,0,2,4.0
Central City,2026-03-30,9,6,4,4,0.0,0,3,1.33
Central City,2026-03-30,10,8,6,6,1.17,0,3,2.0
Central City,2026-03-30,11,10,9,7,0.14,2,3,3.0
Central City,2026-03-30,12,3,3,3,0.0,0,3,1.0
Central City,2026-03-30,13,7,6,6,0.0,0,3,2.0
Central City,2026-03-30,14,8,8,8,0.88,0,3,2.67
Central City,2026-03-30,15,9,9,9,5.44,0,3,3.0
Central City,2026-03-30,16,9,9,9,25.0,0,3,3.0
Central City,2026-03-31,8,3,2,2,0.0,0,2,1.0
Central City,2026-03-31,9,8,8,8,2.75,0,3,2.67
Central City,2026-03-31,10,5,3,3,8.0,0,3,1.0
Central City,2026-03-31,11,7,6,5,0.0,1,3,2.0
Central City,2026-03-31,12,3,3,3,0.0,0,3,1.0
Central City,2026-03-31,13,3,3,2,0.0,1,3,1.0
Central City,2026-03-31,14,4,4,4,0.0,0,3,1.33
Central City,2026-03-31,15,12,11,9,10.67,2,3,3.67
Central City,2026-03-31,16,2,2,2,13.0,0,3,0.67
Central City,2026-04-01,8,4,3,3,0.0,0,2,1.5
Central City,2026-04-01,9,5,5,5,0.0,0,3,1.67
Central City,2026-04-01,10,7,7,7,3.86,0,3,2.33
Central City,2026-04-01,11,2,2,2,0.0,0,3,0.67
Central City,2026-04-01,12,2,1,1,0.0,0,3,0.33
Central City,2026-04-01,13,3,3,3,0.0,0,3,1.0
Central City,2026-04-01,14,4,3,3,0.0,0,3,1.0
Central City,2026-04-01,15,10,9,8,1.75,1,3,3.0
Central City,2026-04-01,16,15,14,12,40.5,2,3,4.67
Central City,2026-04-02,8,1,1,1,0.0,0,2,0.5
Central City,2026-04-02,9,5,5,5,0.0,0,3,1.67
Central City,2026-04-02,10,6,5,5,0.0,0,3,1.67
Central City,2026-04-02,11,5,5,5,2.4,0,3,1.67
Central City,2026-04-02,12,6,6,5,4.6,1,3,2.0
Central City,2026-04-02,13,6,6,6,3.83,0,3,2.0
Central City,2026-04-02,14,6,6,6,0.0,0,3,2.0
Central City,2026-04-02,15,9,7,7,1.43,0,3,2.33
Central City,2026-04-02,16,6,6,6,2.83,0,3,2.0
Central City,2026-04-03,7,1,1,1,1.0,0,0,
Central City,2026-04-03,8,3,3,3,0.0,0,2,1.5
Central City,2026-04-03,9,5,5,5,2.0,0,3,1.67
Central City,2026-04-03,10,10,8,8,19.38,0,3,2.67
Central City,2026-04-03,11,9,7,7,15.0,0,3,2.33
Central City,2026-04-03,12,1,0,0,,0,3,0.0
Central City,2026-04-03,13,6,6,6,0.0,0,3,2.0
Central City,2026-04-03,14,5,4,4,0.75,0,3,1.33
Central City,2026-04-03,15,12,11,10,17.9,1,3,3.67
Central City,2026-04-03,16,7,6,6,2.33,0,3,2.0
Central City,2026-04-03,17,1,1,1,0.0,0,0,
Central City,2026-04-04,8,5,3,3,0.0,0,2,1.5
Central City,2026-04-04,9,5,4,4,0.0,0,3,1.33
Central City,2026-04-04,10,13,12,12,9.83,0,3,4.0
Central City,2026-04-04,11,12,12,10,15.4,2,3,4.0
Central City,2026-04-04,12,6,6,6,20.5,0,3,2.0
Central City,2026-04-06,8,3,2,2,0.0,0,2,1.0
Central City,2026-04-06,9,7,6,6,0.67,0,3,2.0
Central City,2026-04-06,10,16,14,12,25.17,2,3,4.67
Central City,2026-04-06,11,7,5,4,45.75,1,3,1.67
Central City,2026-04-06,12,3,3,2,10.0,1,3,1.0
Central City,2026-04-06,13,7,6,6,0.0,0,3,2.0
Central City,2026-04-06,14,8,8,8,0.75,0,3,2.67
Central City,2026-04-06,15,11,9,9,7.78,0,3,3.0
Central City,2026-04-06,16,12,10,10,13.0,0,3,3.33
Central City,2026-04-07,8,2,1,1,0.0,0,2,0.5
Central City,2026-04-07,9,7,7,7,1.71,0,3,2.33
Central City,2026-04-07,10,8,8,7,2.86,1,3,2.67
Central City,2026-04-07,11,7,6,6,4.33,0,3,2.0
Central City,2026-04-07,12,1,1,1,0.0,0,3,0.33
Central City,2026-04-07,13,1,1,1,0.0,0,3,0.33
Central City,2026-04-07,14,7,7,7,8.14,0,3,2.33
Central City,2026-04-07,15,10,9,6,8.33,3,3,3.0
Central City,2026-04-07,16,10,9,9,8.78,0,3,3.0
Central City,2026-04-08,8,5,5,5,0.4,0,2,2.5
Central City,2026-04-08,9,16,16,15,23.93,1,3,5.33
Central City,2026-04-08,10,11,10,9,55.44,1,3,3.33
Central City,2026-04-08,11,4,4,3,52.67,1,3,1.33
Central City,2026-04-08,12,4,4,4,4.25,0,3,1.33
Central City,2026-04-08,13,3,3,3,2.33,0,3,1.0
Central City,2026-04-08,14,7,7,7,1.29,0,3,2.33
Central City,2026-04-08,15,7,5,5,3.6,0,3,1.67
Central City,2026-04-08,16,6,6,6,2.33,0,3,2.0
Central City,2026-04-08,17,1,1,1,0.0,0,0,
Central City,2026-04-09,8,6,6,6,10.17,0,2,3.0
Central City,2026-04-09,9,6,6,6,7.0,0,3,2.0
Central City,2026-04-09,10,7,7,7,8.43,0,3,2.33
Central City,2026-04-09,11,5,5,5,0.2,0,3,1.67
Central City,2026-04-09,12,2,2,2,0.0,0,3,0.67
Central City,2026-04-09,13,4,4,4,0.0,0,3,1.33
Central City,2026-04-09,14,3,3,3,0.0,0,3,1.0
Central City,2026-04-09,15,9,7,6,4.5,1,3,2.33
Central City,2026-04-09,16,8,6,6,2.17,0,3,2.0
Central City,2026-04-10,8,2,2,2,0.0,0,2,1.0
Central City,2026-04-10,9,7,6,6,0.67,0,3,2.0
Central City,2026-04-10,10,12,11,11,10.82,0,3,3.67
Central City,2026-04-10,11,7,6,6,27.0,0,3,2.0
Central City,2026-04-10,12,2,1,1,18.0,0,3,0.33
Central City,2026-04-10,13,3,3,3,0.0,0,3,1.0
Central City,2026-04-10,14,7,7,7,4.29,0,3,2.33
Central City,2026-04-10,15,9,9,8,14.5,1,3,3.0
Central City,2026-04-10,16,6,5,5,6.2,0,3,1.67
Central City,2026-04-11,8,3,3,3,3.33,0,2,1.5
Central City,2026-04-11,9,7,6,6,3.33,0,3,2.0
Central City,2026-04-11,10,18,16,16,19.38,0,3,5.33
Central City,2026-04-11,11,5,5,5,12.2,0,3,1.67
Central City,2026-04-11,12,5,4,4,2.25,0,3,1.33
Central City,2026-04-13,7,1,1,1,1.0,0,0,
Central City,2026-04-13,8,3,2,2,9.0,0,2,1.0
Central City,2026-04-13,9,10,10,10,7.9,0,3,3.33
Central City,2026-04-13,10,10,8,7,10.86,1,3,2.67
Central City,2026-04-13,11,6,6,6,4.0,0,3,2.0
Central City,2026-04-13,12,2,2,2,0.0,0,3,0.67
Central City,2026-04-13,13,5,5,5,1.6,0,3,1.67
Central City,2026-04-13,14,12,11,11,7.45,0,3,3.67
Central City,2026-04-13,15,4,4,4,0.5,0,3,1.33
Central City,2026-04-13,16,5,4,4,0.0,0,3,1.33
Central City,2026-04-14,7,1,1,1,12.0,0,0,
Central City,2026-04-14,8,2,2,2,0.0,0,2,1.0
Central City,2026-04-14,9,4,4,4,0.0,0,3,1.33
Central City,2026-04-14,10,9,9,9,0.0,0,3,3.0
Central City,2026-04-14,11,6,6,6,2.83,0,3,2.0
Central City,2026-04-14,12,8,8,8,3.12,0,3,2.67
Central City,2026-04-14,14,6,6,6,2.33,0,3,2.0
Central City,2026-04-14,15,8,8,8,2.38,0,3,2.67
Central City,2026-04-14,16,8,7,6,0.0,1,3,2.33
Central City,2026-04-14,17,1,1,1,8.0,0,0,
Central City,2026-04-15,8,7,7,6,4.83,1,2,3.5
Central City,2026-04-15,9,6,6,6,0.0,0,3,2.0
Central City,2026-04-15,10,5,5,4,1.25,1,3,1.67
Central City,2026-04-15,11,2,2,2,0.0,0,3,0.67
Central City,2026-04-15,12,3,3,3,0.0,0,3,1.0
Central City,2026-04-15,13,2,2,2,0.0,0,3,0.67
Central City,2026-04-15,14,6,5,5,0.0,0,3,1.67
Central City,2026-04-15,15,7,7,7,0.0,0,3,2.33
Central City,2026-04-15,16,7,7,7,11.57,0,3,2.33
Central City,2026-04-16,8,3,2,2,0.0,0,2,1.0
Central City,2026-04-16,9,15,15,14,20.07,1,3,5.0
Central City,2026-04-16,10,6,5,4,36.75,1,3,1.67
Central City,2026-04-16,11,8,8,8,3.38,0,3,2.67
Central City,2026-04-16,12,5,5,5,0.0,0,3,1.67
Central City,2026-04-16,13,3,2,2,0.0,0,3,0.67
Central City,2026-04-16,14,4,4,4,0.0,0,3,1.33
Central City,2026-04-16,15,10,7,7,0.29,0,3,2.33
Central City,2026-04-16,16,4,3,3,0.0,0,3,1.0
Central City,2026-04-17,8,2,2,2,0.0,0,2,1.0
Central City,2026-04-17,9,9,9,8,2.62,1,3,3.0
Central City,2026-04-17,10,9,8,8,8.88,0,3,2.67
Central City,2026-04-17,11,2,2,2,0.0,0,3,0.67
Central City,2026-04-17,12,1,1,1,0.0,0,3,0.33
Central City,2026-04-17,13,2,2,2,0.0,0,3,0.67
Central City,2026-04-17,14,7,6,6,2.83,0,3,2.0
Central City,2026-04-17,15,10,10,9,15.33,1,3,3.33
Central City,2026-04-17,16,7,6,6,13.67,0,3,2.0
Central City,2026-04-17,17,1,1,1,1.0,0,0,
Central City,2026-04-18,8,5,5,5,0.2,0,2,2.5
Central City,2026-04-18,9,5,3,3,0.0,0,3,1.0
Central City,2026-04-18,10,9,8,8,1.0,0,3,2.67
Central City,2026-04-18,11,14,13,12,18.0,1,3,4.33
Central City,2026-04-18,12,5,5,5,22.4,0,3,1.67
Central City,2026-04-20,8,4,3,3,0.0,0,2,1.5
Central City,2026-04-20,9,9,9,8,0.62,1,3,3.0
Central City,2026-04-20,10,15,14,12,23.83,2,3,4.67
Central City,2026-04-20,11,7,7,7,11.86,0,3,2.33
Central City,2026-04-20,12,6,4,3,0.0,1,3,1.33
Central City,2026-04-20,13,2,2,2,0.0,0,3,0.67
Central City,2026-04-20,14,7,6,5,0.0,1,3,2.0
Central City,2026-04-20,15,13,8,8,2.12,0,3,2.67
Central City,2026-04-20,16,12,11,9,31.11,2,3,3.67
Central City,2026-04-21,8,1,1,1,0.0,0,2,0.5
Central City,2026-04-21,9,3,3,3,0.0,0,3,1.0
Central City,2026-04-21,10,6,4,4,0.0,0,3,1.33
Central City,2026-04-21,11,4,4,3,0.0,1,3,1.33
Central City,2026-04-21,12,4,4,4,0.0,0,3,1.33
Central City,2026-04-21,13,1,1,1,0.0,0,3,0.33
Central City,2026-04-21,14,3,2,2,0.0,0,3,0.67
Central City,2026-04-21,15,11,11,11,12.73,0,3,3.67
Central City,2026-04-21,16,8,8,7,34.14,1,3,2.67
Central City,2026-04-22,7,2,2,2,7.5,0,0,
Central City,2026-04-22,8,2,2,2,0.0,0,2,1.0
Central City,2026-04-22,9,7,7,7,4.86,0,3,2.33
Central City,2026-04-22,10,11,11,10,19.3,1,3,3.67
Central City,2026-04-22,11,7,6,6,18.5,0,3,2.0
Central City,2026-04-22,12,6,6,6,21.83,0,3,2.0
Central City,2026-04-22,13,3,3,3,0.0,0,3,1.0
Central City,2026-04-22,14,3,2,2,0.0,0,3,0.67
Central City,2026-04-22,15,11,11,10,1.2,1,3,3.67
Central City,2026-04-22,16,6,6,5,4.8,1,3,2.0
Central City,2026-04-23,8,2,2,1,0.0,1,2,1.0
Central City,2026-04-23,9,9,9,9,7.22,0,3,3.0
Central City,2026-04-23,10,12,10,9,31.33,1,3,3.33
Central City,2026-04-23,11,5,3,3,4.67,0,3,1.0
Central City,2026-04-23,12,5,5,5,1.4,0,3,1.67
Central City,2026-04-23,13,3,3,3,0.0,0,3,1.0
Central City,2026-04-23,14,8,8,7,1.57,1,3,2.67
Central City,2026-04-23,15,12,11,10,3.3,1,3,3.67
Central City,2026-04-23,16,12,11,11,13.91,0,3,3.67
Central City,2026-04-24,8,4,3,3,0.0,0,2,1.5
Central City,2026-04-24,9,4,4,3,0.0,1,3,1.33
Central City,2026-04-24,10,12,12,12,23.83,0,3,4.0
Central City,2026-04-24,11,4,4,3,27.67,1,3,1.33
Central City,2026-04-24,12,4,4,4,1.0,0,3,1.33
Central City,2026-04-24,13,4,4,4,0.5,0,3,1.33
Central City,2026-04-24,14,8,8,8,1.75,0,3,2.67
Central City,2026-04-24,15,15,13,13,27.08,0,3,4.33
Central City,2026-04-24,16,14,13,8,58.5,5,3,4.33
Central City,2026-04-25,8,4,4,4,5.5,0,2,2.0
Central City,2026-04-25,9,7,7,7,1.43,0,3,2.33
Central City,2026-04-25,10,16,15,12,20.33,3,3,5.0
Central City,2026-04-25,11,10,9,4,21.0,5,3,3.0
Central City,2026-04-25,12,2,1,1,0.0,0,3,0.33
Central City,2026-04-27,7,1,1,1,19.0,0,0,
Central City,2026-04-27,8,5,5,5,1.0,0,2,2.5
Central City,2026-04-27,9,8,8,7,3.29,1,3,2.67
Central City,2026-04-27,10,12,10,9,3.67,1,3,3.33
Central City,2026-04-27,11,10,9,9,17.44,0,3,3.0
Central City,2026-04-27,12,8,8,8,6.5,0,3,2.67
Central City,2026-04-27,13,5,4,4,12.75,0,3,1.33
Central City,2026-04-27,14,12,12,12,7.33,0,3,4.0
Central City,2026-04-27,15,10,8,6,11.5,2,3,2.67
Central City,2026-04-27,16,9,9,9,5.89,0,3,3.0
Central City,2026-04-28,8,4,4,4,0.0,0,2,2.0
Central City,2026-04-28,9,9,8,8,3.25,0,3,2.67
Central City,2026-04-28,10,7,7,7,18.57,0,3,2.33
Central City,2026-04-28,11,9,9,9,8.78,0,3,3.0
Central City,2026-04-28,12,4,4,4,4.25,0,3,1.33
Central City,2026-04-28,13,4,4,4,0.0,0,3,1.33
Central City,2026-04-28,14,3,3,3,0.0,0,3,1.0
Central City,2026-04-28,15,6,5,5,2.8,0,3,1.67
Central City,2026-04-28,16,4,4,4,16.25,0,3,1.33
Central City,2026-04-29,7,2,2,2,7.5,0,0,
Central City,2026-04-29,8,4,4,4,4.75,0,2,2.0
Central City,2026-04-29,9,3,3,3,0.0,0,3,1.0
Central City,2026-04-29,10,10,10,10,9.5,0,3,3.33
Central City,2026-04-29,11,5,5,5,4.0,0,3,1.67
Central City,2026-04-29,12,2,2,2,0.0,0,3,0.67
Central City,2026-04-29,13,3,3,3,0.0,0,3,1.0
Central City,2026-04-29,14,7,7,7,0.0,0,3,2.33
Central City,2026-04-29,15,8,8,8,12.62,0,3,2.67
Central City,2026-04-29,16,9,8,7,17.29,1,3,2.67
Central City,2026-04-30,7,2,2,1,7.0,1,0,
Central City,2026-04-30,8,4,4,4,3.0,0,2,2.0
Central City,2026-04-30,9,6,6,6,1.5,0,3,2.0
Central City,2026-04-30,10,8,8,8,4.38,0,3,2.67
Central City,2026-04-30,11,10,8,8,5.5,0,3,2.67
Central City,2026-04-30,12,2,2,2,3.5,0,3,0.67
Central City,2026-04-30,13,4,4,4,0.0,0,3,1.33
